Task,T1377
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,177.6,21.6
2,177.4,21.6
3,177.5,21.6
4,177.4,21.6
5,177.5,21.6
6,177.5,21.6
7,177.4,21.6
8,177.6,21.6
9,177.4,21.6
10,177.6,21.6
11,177.4,21.6
12,177.5,21.6
13,177.4,21.6
14,177.5,21.6
15,177.4,21.6
16,177.5,21.6
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,3.8,21.6
2,3.7,21.6
3,3.6,21.6
4,3.7,21.6
5,3.6,21.6
6,3.7,21.6
7,3.6,21.6
8,3.6,21.6
9,3.7,21.6
10,3.6,21.6
11,3.7,21.6
12,3.7,21.6
13,3.6,21.6
14,3.6,21.6
15,3.6,21.6
16,3.7,21.6
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-170.2,21.8
2,-170.2,21.8
3,-170.3,21.8
4,-170.2,21.8
5,-170.3,21.8
6,-170.3,21.8
7,-170.2,21.8
8,-170.3,21.8
9,-170.3,21.8
10,-170.3,21.8
11,-170.3,21.8
12,-170.3,21.8
13,-170.3,21.8
14,-170.3,21.8
15,-170.4,21.8
16,-170.3,21.8
