"Task","T3158"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","161.3","23.4"
"2","161.4","23.4"
"3","161.5","23.4"
"4","161.5","23.4"
"5","161.6","23.4"
"6","161.7","23.4"
"7","161.7","23.4"
"8","161.8","23.4"
"9","161.8","23.4"
"10","161.9","23.4"
"11","161.9","23.4"
"12","161.9","23.4"
"13","162.0","23.4"
"14","162.0","23.4"
"15","162.1","23.4"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-9.5","23.3"
"2","-9.4","23.3"
"3","-9.4","23.3"
"4","-9.4","23.3"
"5","-9.3","23.3"
"6","-9.3","23.3"
"7","-9.3","23.3"
"8","-9.2","23.3"
"9","-9.2","23.3"
"10","-9.2","23.3"
"11","-9.1","23.3"
"12","-9.1","23.3"
"13","-9.1","23.3"
"14","-9.1","23.3"
"15","-9.1","23.3"
"16","-9.0","23.3"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-181.5","23.0"
"2","-181.5","23.0"
"3","-181.5","23.0"
"4","-181.5","23.0"
"5","-181.5","23.0"
"6","-181.4","23.0"
"7","-181.4","23.0"
"8","-181.4","23.0"
"9","-181.5","23.0"
"10","-181.5","23.0"
"11","-181.5","23.0"
"12","-181.4","23.0"
"13","-181.4","23.0"
"14","-181.4","23.0"
"15","-181.5","23.0"
